*******************************
  /mnt/c/Users/montb/AppData/LocalLow/VRChat/VRChat/output_log_2024-02-29_01-05-27.txt
*******************************
2024.04.20 21:36:51 Out<<	しろくま。
2024.04.20 21:37:51 Out<<	taityan72
2024.04.20 21:58:19 Video	'https://youtu.be/GtEpCZcHRkw?si=4jHspOM9JNYIMe0L'
2024.04.20 22:00:43 Video	'https://youtu.be/qC9Ri2hZsos?si=mc_ZUUtLNoxRtrqw'
2024.04.20 22:02:22 Video	'https://www.youtube.com/watch?v=Jit8-iNSx3A'
2024.04.20 22:07:13 In >>	chiffon_pudding
2024.04.20 22:13:00 Video	'https://www.youtube.com/watch?v=FRGD2zkAeSw'
2024.04.20 22:15:18 Out<<	chiffon_pudding
2024.04.20 22:32:42 Video	'https://www.youtube.com/watch?v=yyocHuwpDPA&pp=ygUZ44Oa44Ok44Oz44KwIOOCueODiOOCvOODrQ%3D%3D'
2024.04.20 22:48:27 Video	'https://www.youtube.com/watch?v=zR6fECxF44I'
2024.04.20 22:49:19 In >>	todozarashi
2024.04.20 22:50:58 Video	'https://www.youtube.com/watch?v=rhCNkxnR_FU&pp=ygUc44OT44O844Oe44OL44Od44Kx44OD44OIMjAwMA%3D%3D'
2024.04.20 22:52:20 Video	'https://www.youtube.com/watch?v=2_4oXc1rvvI'
2024.04.20 22:52:35 In >>	たけさん
2024.04.20 22:54:26 Video	'https://www.youtube.com/watch?v=50fSRjXOpjo&t=88s'
2024.04.20 22:58:18 Out<<	たけさん
2024.04.20 23:01:51 In >>	たけさん
2024.04.20 23:02:07 Video	'https://youtube.com/live/ilVPaLXBdzU'
2024.04.20 23:06:47 In >>	chiffon_pudding
2024.04.20 23:14:59 Out<<	chiffon_pudding
2024.04.20 23:29:55 Out<<	todozarashi
2024.04.21 00:19:36 In >>	ジードルーブ_GeedM421
2024.04.21 00:27:12 Video	'https://youtube.com/live/L25Jsl8EpZA'
2024.04.21 00:33:56 Out<<	シェリル（Cheryl_MC）
2024.04.21 00:52:10 In >>	くぅﾁｬﾝ
2024.04.21 00:53:10 Out<<	ジードルーブ_GeedM421
2024.04.21 00:55:16 Quit	15462.84
2024.04.21 00:55:16 Out<<	Starcat_JP
2024.04.21 00:55:18 Quit	15464.78
2024.04.21 00:55:18 Out<<	たけさん
*******************************
  /mnt/c/Users/montb/AppData/LocalLow/VRChat/VRChat/output_log_2024-04-21_10-52-40.txt
*******************************
2024.04.21 10:53:03 Enter	wrld_531e2ed0-cabe-43d7-ba82-b6933923a36b:25434~friends(usr_75b556cc-f123-44c5-8409-15974da68e89)~region(jp)
2024.04.21 10:53:11 In >>	もん ／ Montblanc
2024.04.21 10:53:12 Video	'https://youtu.be/qGK3Y9FnmSY?si=cSn0qpLbDwpHMd2K'
2024.04.21 10:53:18 Video	'https://youtu.be/dTdOia96mLc?si=SA1fxfygqg-1d1AS'
2024.04.21 10:53:33 Enter	wrld_531e2ed0-cabe-43d7-ba82-b6933923a36b:62963~friends(usr_75b556cc-f123-44c5-8409-15974da68e89)~region(jp)
2024.04.21 10:53:43 In >>	れあれあ
2024.04.21 10:53:43 In >>	もん ／ Montblanc
2024.04.21 10:53:43 Video	'https://www.youtube.com/watch?v=dWsarJCJqV0'
2024.04.21 10:56:04 Enter	wrld_e8072442-0827-45bb-93f2-2851f10ab27a:17135~friends(usr_42bb121e-5994-4db5-a228-c81798382e74)~region(jp)
2024.04.21 10:56:15 In >>	おぼぁ／obor
2024.04.21 10:56:15 In >>	evecremie（イヴ）
2024.04.21 10:56:15 In >>	こふーさん
2024.04.21 10:56:15 In >>	さぬさぬ ⁄ Sanusanu
2024.04.21 10:56:15 In >>	もふけ_mofuK
2024.04.21 10:56:15 In >>	Starcat_JP
2024.04.21 10:56:15 In >>	ひがしねこ
2024.04.21 10:56:15 In >>	とぽす／Topos
2024.04.21 10:56:15 In >>	もん ／ Montblanc
2024.04.21 10:56:15 Video	'https://www.youtube.com/watch?v=KQ0SaBVKeVs'
2024.04.21 11:04:24 Out<<	さぬさぬ ⁄ Sanusanu
2024.04.21 11:11:22 Out<<	とぽす／Topos
2024.04.21 11:14:35 In >>	さぬさぬ ⁄ Sanusanu
2024.04.21 11:21:11 Out<<	ひがしねこ
2024.04.21 11:38:43 Out<<	おぼぁ／obor
2024.04.21 11:41:13 Out<<	Starcat_JP
2024.04.21 11:43:59 Out<<	evecremie（イヴ）
2024.04.21 14:16:21 In >>	Starcat_JP
2024.04.21 14:26:03 Out<<	さぬさぬ ⁄ Sanusanu
2024.04.21 14:26:05 Quit	12806.68
2024.04.21 14:26:05 Out<<	こふーさん
2024.04.21 14:26:05 Out<<	もふけ_mofuK
2024.04.21 14:26:05 Out<<	もん ／ Montblanc
2024.04.21 14:26:05 Out<<	Starcat_JP
2024.04.21 14:26:07 Quit	12808.67
